client_id,account_id,genero,idade,nome_distrito,regiao,salario_medio_distrito,taxa_desemprego_96,frequency,saldo_medio,num_transacoes,volume_movimentado,emprestimo_ativo,valor_emprestimo,num_cartoes
2317,1907,M,23,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,46032.4,130,789214,0,0.0,0
2318,1908,F,76,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,22644.85393258427,267,655435,0,0.0,0
2319,1909,F,29,Teplice,north Bohemia,9317,7.07,POPLATEK MESICNE,18674.578189300413,486,449763,0,0.0,0
2320,1910,M,48,Prostejov,south Moravia,8441,4.48,POPLATEK MESICNE,73785.08092485549,173,1133627,0,0.0,1
2321,1911,F,31,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,33858.019305019305,259,1843813,0,0.0,0
2322,1912,M,71,Cesky Krumlov,south Bohemia,9045,3.6,POPLATEK MESICNE,24431.98153846154,325,783499,0,0.0,0
2323,1913,F,57,Rychnov nad Kneznou,east Bohemia,9060,2.44,POPLATEK MESICNE,45324.583850931675,161,294871,0,0.0,0
2324,1914,M,21,Plzen - jih,west Bohemia,8561,1.29,POPLATEK MESICNE,42254.68051118211,313,762247,0,0.0,1
2325,1915,F,44,Benesov,central Bohemia,8507,1.85,POPLATEK MESICNE,17967.633928571428,112,421766,0,0.0,0
2326,1916,F,54,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,31559.77966101695,177,517759,0,0.0,0
2327,1917,M,80,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,17214.725,160,302820,0,0.0,0
2328,1918,M,31,Karlovy Vary,west Bohemia,8991,2.01,POPLATEK MESICNE,19553.557432432433,296,827990,0,0.0,0
2329,1919,M,26,Pisek,south Bohemia,8968,3.35,POPLATEK MESICNE,78237.76576576577,333,2655980,0,0.0,1
2330,1920,F,51,Teplice,north Bohemia,9317,7.07,POPLATEK MESICNE,39910.808139534885,172,536317,0,0.0,0
2331,1921,F,42,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,17343.418367346938,98,136326,0,0.0,0
2332,1922,F,50,Prostejov,south Moravia,8441,4.48,POPLATEK MESICNE,73530.24550898203,167,1331641,0,0.0,1
2335,1924,F,65,Zdar nad Sazavou,south Moravia,8512,4.12,POPLATEK MESICNE,40815.43076923077,130,266603,0,0.0,1
2336,1925,M,77,Pribram,central Bohemia,8754,4.31,POPLATEK MESICNE,26520.41390728477,302,743536,0,0.0,0
2338,1926,F,42,Jihlava,south Moravia,8757,3.95,POPLATEK MESICNE,19960.973154362415,447,814011,0,0.0,0
2340,1927,M,46,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,20590.134020618556,194,264882,0,0.0,0
2342,1928,M,51,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,30101.134453781513,119,735249,1,55632.0,0
2343,1929,M,40,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,45666.46315789474,95,170273,0,0.0,1
2344,1930,F,75,Beroun,central Bohemia,8980,2.21,POPLATEK MESICNE,21823.019553072627,358,839521,0,0.0,0
2345,1931,M,57,Decin,north Bohemia,8705,7.61,POPLATEK MESICNE,22518.104444444445,450,1315083,0,0.0,0
2347,1932,F,56,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,13353.624277456647,173,1012935,0,0.0,0
2348,1933,M,66,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,20589.82474226804,97,229364,0,0.0,0
2349,1934,F,31,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,53851.9977324263,441,1395399,0,0.0,0
2351,1935,M,34,Louny,north Bohemia,8965,8.23,POPLATEK MESICNE,56644.55944055944,143,3011964,0,0.0,0
2352,1936,F,22,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,18203.720207253886,193,245952,0,0.0,0
2353,1937,F,70,Kladno,central Bohemia,9753,5.05,POPLATEK MESICNE,19859.11504424779,339,651105,0,0.0,0
2354,1938,M,32,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,46434.8253968254,315,2781702,0,0.0,0
2355,1939,F,51,Kutna Hora,central Bohemia,8546,4.02,POPLATEK TYDNE,60813.61403508772,228,3411757,0,0.0,0
2356,1940,M,69,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK MESICNE,17309.95925925926,270,549739,0,0.0,0
2358,1941,F,53,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,38553.79838709677,248,2171235,0,0.0,0
2361,1943,M,31,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,47594.97959183674,196,896322,0,0.0,1
2363,1944,M,52,Hradec Kralove,east Bohemia,9425,2.5,POPLATEK MESICNE,37740.5596107056,411,2717190,0,0.0,1
2364,1945,F,28,Breclav,south Moravia,8772,4.98,POPLATEK MESICNE,44864.55421686747,166,1320055,0,0.0,0
2365,1946,F,46,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,36029.24324324324,74,588705,0,0.0,0
2366,1947,M,69,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,34762.00974025974,308,795898,0,0.0,0
2368,1948,F,56,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,55111.09411764706,255,2877912,0,0.0,0
2370,1949,F,43,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,33583.1875,480,1499919,0,0.0,0
2371,1950,F,43,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,25558.433333333334,90,451853,0,0.0,0
2372,1951,F,28,Cheb,west Bohemia,8624,2.66,POPLATEK MESICNE,56494.112068965514,116,706321,0,0.0,0
2373,1952,M,45,Cesky Krumlov,south Bohemia,9045,3.6,POPLATEK MESICNE,32210.721854304637,302,2018298,0,0.0,0
2374,1953,M,31,Nymburk,central Bohemia,8899,3.97,POPLATEK TYDNE,71541.39449541284,109,1837380,0,0.0,1
2375,1954,F,34,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,14908.328767123288,146,184911,0,0.0,0
2377,1955,M,49,Semily,east Bohemia,8208,2.26,POPLATEK MESICNE,14871.151376146789,218,265058,0,0.0,0
2378,1956,F,46,Vyskov,south Moravia,8288,4.52,POPLATEK MESICNE,42453.44117647059,102,339477,0,0.0,0
2379,1957,F,35,Decin,north Bohemia,8705,7.61,POPLATEK MESICNE,30643.254437869822,169,241609,0,0.0,0
2380,1958,M,72,Teplice,north Bohemia,9317,7.07,POPLATEK MESICNE,31925.75113122172,221,501558,0,0.0,0
2382,1959,F,72,Uherske Hradiste,south Moravia,8544,1.86,POPLATEK MESICNE,24815.266304347828,368,800795,0,0.0,0
2383,1960,F,52,Tachov,west Bohemia,8930,4.2,POPLATEK MESICNE,15132.464285714286,56,66597,0,0.0,0
2385,1961,M,66,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,20480.31862745098,204,446023,0,0.0,0
2387,1962,F,54,Vsetin,north Moravia,8909,5.56,POPLATEK MESICNE,53403.25968992248,258,3351085,0,0.0,0
2388,1963,M,28,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,67975.39215686274,204,1689595,0,0.0,1
2389,1964,M,75,Klatovy,west Bohemia,8554,2.68,POPLATEK MESICNE,19112.53488372093,172,436997,0,0.0,0
2390,1965,M,61,Hodonin,south Moravia,8720,4.5,POPLATEK PO OBRATU,50126.179138322,441,4724354,0,0.0,0
2391,1966,M,57,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,41185.61938534279,423,3138253,0,0.0,0
2392,1967,M,44,Plzen - mesto,west Bohemia,10787,3.09,POPLATEK TYDNE,45595.81456953642,302,3681220,1,249312.0,0
2393,1968,F,23,Jindrichuv Hradec,south Bohemia,8427,1.54,POPLATEK TYDNE,29962.843137254902,51,373000,0,0.0,0
2394,1969,M,37,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,22058.62251655629,302,1320506,0,0.0,0
2395,1970,M,46,Mlada Boleslav,central Bohemia,11277,1.44,POPLATEK MESICNE,56686.08252427184,412,2924550,0,0.0,1
2396,1971,F,50,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,44156.402489626555,241,952412,0,0.0,0
2397,1972,M,81,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,22722.08130081301,369,752588,0,0.0,0
2398,1973,F,44,Novy Jicin,north Moravia,8678,5.57,POPLATEK MESICNE,18295.23214285714,168,167495,0,0.0,0
2399,1974,F,56,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,21491.190476190477,63,70913,0,0.0,0
2400,1975,M,40,Prachatice,south Bohemia,8402,3.98,POPLATEK MESICNE,33646.34085778781,443,1617548,0,0.0,0
2401,1976,F,51,Plzen - mesto,west Bohemia,10787,3.09,POPLATEK MESICNE,35491.5625,128,637991,0,0.0,1
2402,1977,M,51,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,26065.19760479042,167,655397,0,0.0,0
2403,1978,F,36,Hl.m. Praha,Prague,12541,0.43,POPLATEK TYDNE,56266.304964539006,564,4863115,0,205200.0,0
2404,1979,F,22,Plzen - jih,west Bohemia,8561,1.29,POPLATEK MESICNE,19843.04189944134,358,422227,0,0.0,0
2406,1980,F,43,Semily,east Bohemia,8208,2.26,POPLATEK MESICNE,27144.54054054054,185,782133,0,0.0,0
2407,1981,M,24,Trutnov,east Bohemia,8541,2.97,POPLATEK MESICNE,22479.976878612717,346,387919,0,0.0,0
2408,1982,F,59,Kutna Hora,central Bohemia,8546,4.02,POPLATEK MESICNE,37716.01904761905,105,593775,0,0.0,0
2409,1983,M,35,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,48204.63265306123,49,522170,0,0.0,0
2410,1984,F,26,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,47602.6501650165,303,1749831,0,0.0,0
2412,1985,M,19,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,18853.740157480315,127,317255,0,0.0,0
2413,1986,M,38,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,25212.670588235294,255,1189115,0,0.0,0
2414,1987,F,49,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,36639.71071428571,280,2339957,0,0.0,0
2416,1988,F,45,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,24435.700787401576,127,256692,0,0.0,0
2417,1989,F,61,Rychnov nad Kneznou,east Bohemia,9060,2.44,POPLATEK MESICNE,21325.831932773108,238,410211,0,0.0,0
2418,1990,F,46,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,23489.767371601207,331,416654,0,0.0,0
2419,1991,F,45,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,41908.03409090909,176,1135170,0,0.0,0
2420,1992,F,27,Rychnov nad Kneznou,east Bohemia,9060,2.44,POPLATEK MESICNE,20864.614285714284,70,217008,0,0.0,0
2422,1993,F,23,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,33456.97530864197,243,2170219,0,68400.0,0
2423,1994,M,42,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,44317.21690140845,355,2921917,0,0.0,1
2424,1995,M,79,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,19673.178082191782,73,166710,0,0.0,0
2425,1996,F,22,Kutna Hora,central Bohemia,8546,4.02,POPLATEK TYDNE,45929.01226993865,163,1671656,0,0.0,1
2426,1997,M,72,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,29007.763636363637,165,373426,0,0.0,0
2428,1998,F,53,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,56407.6656626506,332,3314487,0,0.0,1
2429,1999,M,26,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,46157.14666666667,450,3382191,0,0.0,1
2430,2000,M,62,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,48864.5859375,128,657159,1,290820.0,1
2431,2001,M,33,Prerov,north Moravia,8819,5.66,POPLATEK MESICNE,60919.162241887905,339,4647160,0,0.0,1
2432,2002,F,75,Plzen - jih,west Bohemia,8561,1.29,POPLATEK MESICNE,26199.960365853658,328,799652,0,0.0,0
2433,2003,M,35,Ceska Lipa,north Bohemia,9272,3.22,POPLATEK MESICNE,69525.83495145632,206,3757367,0,0.0,0
2434,2004,F,54,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,59496.006097560974,164,1458492,0,0.0,1
2435,2005,F,56,Jindrichuv Hradec,south Bohemia,8427,1.54,POPLATEK MESICNE,27711.953846153847,130,171741,0,0.0,0
2436,2006,F,65,Klatovy,west Bohemia,8554,2.68,POPLATEK MESICNE,18825.459770114943,87,168249,0,0.0,0
2437,2007,M,63,Jicin,east Bohemia,8390,2.89,POPLATEK MESICNE,54613.32352941176,102,1516895,0,0.0,0
2438,2008,F,53,Usti nad Orlici,east Bohemia,8363,3.49,POPLATEK MESICNE,56855.17849462366,465,1856225,0,0.0,0
2440,2009,M,64,Pelhrimov,south Bohemia,8114,2.62,POPLATEK MESICNE,54863.53462603878,361,2794234,0,0.0,1
2441,2010,M,71,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,20494.22299651568,287,683781,0,0.0,0
2443,2011,M,50,Prerov,north Moravia,8819,5.66,POPLATEK MESICNE,16824.10538116592,446,403572,0,0.0,0
2444,2012,M,65,Kladno,central Bohemia,9753,5.05,POPLATEK MESICNE,29979.541401273884,157,421537,0,0.0,0
2445,2013,M,30,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,48235.53333333333,105,1246313,0,0.0,1
2447,2015,M,27,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,28249.85128205128,195,625626,0,0.0,0
2449,2016,M,32,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,20110.94968553459,159,173186,0,0.0,0
2450,2017,F,24,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,21950.513636363637,220,394754,0,0.0,0
2451,2018,M,60,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,17777.094262295082,244,568057,0,38520.0,0
2452,2019,F,47,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,15561.423076923076,104,105539,0,0.0,0
2453,2020,M,75,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,24623.832236842107,304,666942,0,0.0,0
2454,2021,F,59,Jesenik,north Moravia,8173,7.01,POPLATEK MESICNE,14543.75,16,47100,0,0.0,0
2455,2022,M,80,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,27093.176646706586,334,593220,0,0.0,0
2457,2023,M,59,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,53189.02295081967,610,3567988,0,0.0,0
2459,2024,F,25,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,22330.651785714286,112,503713,0,0.0,0
2460,2025,F,36,Prachatice,south Bohemia,8402,3.98,POPLATEK MESICNE,27730.787313432837,268,1661754,0,0.0,0
2461,2026,M,32,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,43934.57058823529,170,773698,0,0.0,0
2462,2027,M,65,Prachatice,south Bohemia,8402,3.98,POPLATEK MESICNE,22280.906666666666,225,488503,0,0.0,0
2463,2028,M,55,Melnik,central Bohemia,9920,2.87,POPLATEK TYDNE,42951.013824884794,217,2423687,0,0.0,0
2464,2029,M,54,Sokolov,west Bohemia,9650,3.67,POPLATEK MESICNE,17811.11111111111,36,69100,0,0.0,0
2465,2030,M,26,Trutnov,east Bohemia,8541,2.97,POPLATEK MESICNE,61572.06545454545,275,2454843,0,0.0,0
2467,2032,F,53,Liberec,north Bohemia,9198,4.28,POPLATEK MESICNE,15999.584795321638,171,433603,0,0.0,0
2468,2033,M,34,Novy Jicin,north Moravia,8678,5.57,POPLATEK MESICNE,30783.602150537634,186,793149,0,0.0,0
2469,2034,F,42,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,55276.53164556962,158,1340964,0,0.0,1
2470,2035,M,56,Blansko,south Moravia,8240,3.56,POPLATEK MESICNE,50484.21985815603,282,1959694,1,176328.0,0
2472,2036,F,23,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,33740.61111111111,72,194938,0,0.0,0
2473,2037,F,23,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,37183.922374429225,438,2443602,0,0.0,0
2474,2038,M,42,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,31065.4914004914,407,894782,0,0.0,0
2475,2039,F,17,Chrudim,east Bohemia,8254,3.76,POPLATEK MESICNE,38131.04867256637,226,897025,0,0.0,1
2476,2040,F,42,Prerov,north Moravia,8819,5.66,POPLATEK MESICNE,34882.30065359477,153,568752,0,0.0,1
2478,2041,F,59,Rychnov nad Kneznou,east Bohemia,9060,2.44,POPLATEK MESICNE,32960.93,200,478457,0,0.0,1
2479,2042,F,40,Tachov,west Bohemia,8930,4.2,POPLATEK MESICNE,14975.712962962964,108,135182,0,0.0,0
2480,2043,F,23,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,21872.55223880597,201,575081,0,0.0,0
2481,2044,M,51,Kutna Hora,central Bohemia,8546,4.02,POPLATEK MESICNE,46200.27067669173,266,1942569,0,0.0,1
2482,2045,M,74,Chomutov,north Bohemia,9675,7.68,POPLATEK MESICNE,22294.113636363636,132,330371,0,0.0,0
2484,2046,M,30,Frydek - Mistek,north Moravia,9893,4.72,POPLATEK MESICNE,21448.5641025641,156,208802,0,0.0,0
2485,2047,M,66,Strakonice,south Bohemia,8547,3.64,POPLATEK MESICNE,34661.14354066986,209,404998,0,0.0,0
2486,2048,F,38,Sumperk,north Moravia,8369,5.88,POPLATEK MESICNE,40289.26865671642,134,637232,0,0.0,0
2487,2049,F,32,Bruntal,north Moravia,8110,6.55,POPLATEK MESICNE,25295.73846153846,65,226806,0,0.0,0
2488,2050,F,19,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,40845.70335820896,536,2209471,0,0.0,1
2489,2051,F,24,Zlin,south Moravia,9624,2.31,POPLATEK TYDNE,55195.63392857143,224,2893258,1,293880.0,1
2490,2052,F,38,Trebic,south Moravia,8814,5.74,POPLATEK MESICNE,41006.23768736617,467,1357557,0,0.0,1
2491,2053,F,60,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,24347.597014925374,67,213435,0,0.0,0
2493,2054,M,37,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,44282.27027027027,333,2013510,0,0.0,1
2494,2055,M,28,Litomerice,north Bohemia,9065,5.39,POPLATEK MESICNE,13352.888888888889,99,460548,1,271260.0,0
2495,2056,F,60,Jihlava,south Moravia,8757,3.95,POPLATEK MESICNE,48848.176848874595,311,2991336,0,0.0,0
2496,2057,M,27,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,55521.782945736435,129,779281,0,0.0,1
2497,2058,F,37,Chomutov,north Bohemia,9675,7.68,POPLATEK MESICNE,18834.47685185185,216,308907,0,0.0,0
2498,2059,M,19,Litomerice,north Bohemia,9065,5.39,POPLATEK MESICNE,34184.60504201681,238,1224677,0,0.0,1
2499,2060,M,55,Rakovnik,central Bohemia,8598,3.26,POPLATEK MESICNE,32024.13076923077,130,816972,0,0.0,0
2500,2061,F,53,Karlovy Vary,west Bohemia,8991,2.01,POPLATEK MESICNE,20824.816425120775,414,685714,0,0.0,0
2501,2062,F,59,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,47496.17472118959,269,3174065,0,86184.0,1
2502,2063,F,64,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,33397.68098159509,326,695202,0,0.0,1
2503,2064,F,22,Brno - mesto,south Moravia,9897,1.96,POPLATEK MESICNE,26644.3515625,128,701757,1,83628.0,0
2504,2065,M,49,Trebic,south Moravia,8814,5.74,POPLATEK MESICNE,33986.24161073825,149,1138322,0,0.0,0
2505,2066,F,39,Klatovy,west Bohemia,8554,2.68,POPLATEK MESICNE,21944.689655172413,145,252638,0,0.0,0
2506,2067,M,23,Sumperk,north Moravia,8369,5.88,POPLATEK MESICNE,44857.63265306123,294,761867,0,0.0,0
2507,2068,F,47,Litomerice,north Bohemia,9065,5.39,POPLATEK MESICNE,19533.585714285713,490,595977,0,0.0,0
2508,2069,F,34,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,43350.567307692305,104,498061,0,0.0,1
2510,2070,F,40,Olomouc,north Moravia,8994,4.79,POPLATEK MESICNE,38609.47073170732,410,1953888,0,0.0,0
2511,2071,F,24,Jablonec n. Nisou,north Bohemia,8867,1.21,POPLATEK MESICNE,28187.70796460177,113,642458,0,0.0,0
2513,2072,M,58,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,71335.57817109145,339,3251588,0,0.0,1
2514,2073,M,42,Kromeriz,south Moravia,8444,3.47,POPLATEK MESICNE,40629.50602409639,83,576538,1,44640.0,0
2515,2074,M,41,Pribram,central Bohemia,8754,4.31,POPLATEK MESICNE,36895.67788461538,208,1668863,0,0.0,0
2516,2075,F,57,Decin,north Bohemia,8705,7.61,POPLATEK MESICNE,18418.106837606836,234,224305,0,0.0,0
2517,2076,M,75,Pisek,south Bohemia,8968,3.35,POPLATEK MESICNE,20139.607843137255,153,323572,0,0.0,0
2519,2077,F,29,Rokycany,west Bohemia,8843,3.6,POPLATEK MESICNE,29972.455319148936,235,491322,0,0.0,0
2520,2078,M,55,Uherske Hradiste,south Moravia,8544,1.86,POPLATEK MESICNE,37665.576315789476,380,2069919,0,0.0,0
2521,2079,F,52,Brno - venkov,south Moravia,8743,2.43,POPLATEK MESICNE,61578.194444444445,72,548055,0,0.0,0
2522,2080,M,62,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,63789.734375,128,2093484,1,214596.0,1
2524,2081,M,40,Liberec,north Bohemia,9198,4.28,POPLATEK MESICNE,23855.76842105263,95,150491,0,0.0,0
2525,2082,F,47,Liberec,north Bohemia,9198,4.28,POPLATEK MESICNE,39886.855172413794,435,2933612,0,0.0,0
2526,2083,M,35,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,28232.485294117647,136,1404420,0,0.0,0
2527,2084,F,52,Chrudim,east Bohemia,8254,3.76,POPLATEK MESICNE,55107.73469387755,147,1186884,0,0.0,1
2528,2085,M,22,Klatovy,west Bohemia,8554,2.68,POPLATEK MESICNE,27109.4,150,473489,0,0.0,0
2529,2086,M,60,Karvina,north Moravia,10177,7.75,POPLATEK TYDNE,68572.16875,160,2766711,0,0.0,1
2530,2087,M,49,Mlada Boleslav,central Bohemia,11277,1.44,POPLATEK TYDNE,52858.85,380,3951963,0,0.0,0
2531,2088,F,45,Kolin,central Bohemia,9307,4.43,POPLATEK MESICNE,23071.28448275862,348,783153,0,0.0,0
2532,2089,M,62,Rokycany,west Bohemia,8843,3.6,POPLATEK TYDNE,44881.48695652174,115,1303179,0,0.0,1
2533,2090,F,70,Teplice,north Bohemia,9317,7.07,POPLATEK MESICNE,26723.91176470588,102,242121,0,0.0,0
2534,2091,M,56,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,40390.1935483871,124,306264,0,0.0,0
2535,2092,M,54,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,42836.78275862069,290,2944862,0,0.0,0
2536,2093,M,38,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,47928.857142857145,77,570079,0,0.0,1
2537,2094,M,42,Opava,north Moravia,8746,3.74,POPLATEK MESICNE,17133.1796875,128,179235,0,0.0,0
2538,2095,M,19,Breclav,south Moravia,8772,4.98,POPLATEK MESICNE,49945.77906976744,172,1525013,0,0.0,1
2539,2096,F,27,Ceska Lipa,north Bohemia,9272,3.22,POPLATEK MESICNE,38701.42700729927,274,1354582,0,0.0,0
2540,2097,M,18,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,36563.5375,80,159952,0,0.0,1
2542,2099,M,55,Beroun,central Bohemia,8980,2.21,POPLATEK TYDNE,65657.56743002545,393,4869955,0,0.0,1
2545,2101,F,46,Nymburk,central Bohemia,8899,3.97,POPLATEK MESICNE,25884.02487562189,201,250210,0,0.0,0
2546,2102,F,38,Usti nad Labem,north Bohemia,9832,4.48,POPLATEK MESICNE,25224.183333333334,180,729277,0,0.0,0
2547,2103,F,46,Rychnov nad Kneznou,east Bohemia,9060,2.44,POPLATEK MESICNE,16958.178294573645,129,282655,0,0.0,0
2548,2104,M,46,Rychnov nad Kneznou,east Bohemia,9060,2.44,POPLATEK MESICNE,37987.030120481926,166,793135,0,0.0,1
2549,2105,F,76,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,21092.14285714286,168,311298,0,0.0,0
2550,2106,F,23,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,22391.583783783783,185,926467,0,101520.0,0
2551,2107,F,60,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,29481.901315789473,152,591062,0,0.0,0
2552,2108,F,35,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,29430.24074074074,162,920303,0,0.0,0
2553,2109,M,23,Chomutov,north Bohemia,9675,7.68,POPLATEK MESICNE,52020.34090909091,88,361252,0,0.0,0
2554,2110,M,58,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,21996.49375,320,424464,0,0.0,0
2555,2111,M,36,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK TYDNE,68177.15100671141,298,3931484,0,0.0,1
2556,2112,F,48,Chrudim,east Bohemia,8254,3.76,POPLATEK MESICNE,30568.994011976047,167,664684,0,0.0,0
2557,2113,M,42,Melnik,central Bohemia,9920,2.87,POPLATEK MESICNE,27087.039682539682,126,621349,0,0.0,0
2558,2114,M,40,Sokolov,west Bohemia,9650,3.67,POPLATEK MESICNE,21997.107954545456,176,675085,0,0.0,0
2559,2115,F,34,Mlada Boleslav,central Bohemia,11277,1.44,POPLATEK MESICNE,13282.12962962963,108,135872,0,0.0,0
2560,2116,F,25,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,42200.732142857145,224,1641828,0,92400.0,1
2561,2117,M,54,Rychnov nad Kneznou,east Bohemia,9060,2.44,POPLATEK MESICNE,22081.3417721519,158,743547,0,0.0,0
2562,2118,M,47,Havlickuv Brod,east Bohemia,8388,2.94,POPLATEK MESICNE,45623.11111111111,108,919749,0,0.0,1
2563,2119,M,28,Ostrava - mesto,north Moravia,10673,5.44,POPLATEK MESICNE,27601.075117370892,213,794736,0,0.0,0
2565,2121,M,53,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,45582.132686084144,309,2364256,0,0.0,0
2566,2122,F,36,Rokycany,west Bohemia,8843,3.6,POPLATEK MESICNE,60335.14255319149,470,5550802,0,0.0,0
2567,2123,M,56,Zlin,south Moravia,9624,2.31,POPLATEK MESICNE,15789.118644067798,295,413125,0,0.0,0
2569,2124,M,51,Jesenik,north Moravia,8173,7.01,POPLATEK MESICNE,51403.64495798319,476,3210802,0,0.0,1
2571,2125,F,20,Hradec Kralove,east Bohemia,9425,2.5,POPLATEK TYDNE,57060.0,75,883074,0,0.0,0
2572,2126,M,46,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,69302.1138211382,123,2017312,0,0.0,1
2573,2127,F,34,Hl.m. Praha,Prague,12541,0.43,POPLATEK MESICNE,18934.141414141413,99,141828,0,0.0,0
2574,2128,F,67,Rokycany,west Bohemia,8843,3.6,POPLATEK MESICNE,18163.517006802722,294,653554,0,0.0,0
2576,2130,F,20,Nachod,east Bohemia,8369,2.31,POPLATEK MESICNE,55300.603305785124,121,1328065,0,0.0,0
2577,2131,M,81,Karvina,north Moravia,10177,7.75,POPLATEK MESICNE,32319.0125,160,325211,0,0.0,0
